title	creator	publisher	language	ncid	edition	publicationDate	note	subject
新編和漢合運年代記		[出版者不明]	jpn	BA52522170		[1---]	和古書(明治より前に刊行された図書)につき記述対象資料毎に書誌作成	
徹底批判『国民の道徳』	浜林正夫, 山科三郎編	大月書店	jpn	BA52528756		2001.6		NDC8:154
深堀 : 開校30周年記念	函館市立深堀中学校	函館市立深堀中学校	jpn	BA52532403		1990.11		
部会報告	全国湖沼河川養殖研究会アユ人工種苗生産研究部会	全国湖沼河川養殖研究会アユ人工種苗生産研究部会	jpn	BA52611816				
京都議定書 : 21世紀の国際気候政策	S.オーバーテュアー, H.E.オット著 ; 国際比較環境法センター, 地球環境戦略研究機関訳 ; 岩間徹, 磯崎博司監訳	シュプリンガー・フェアラーク東京	jpn	BA52677177		2001.7	The Kyoto Protocol.の翻訳	NDC8:451.35
ふだんが一番。 : 小林カツ代の新レシピ		芝パーク出版	jpn	BA52746156		2001.5	「小林カツ代さんの2週間おかずカード」(「saita」連載)の1999年8月12日-2001年1月11日号掲載までを再構成・編集	NDC8:596
「使える英語」へまっしぐら!	住出勝則著	研究社	jpn	BA52749449		2001.7	参考文献: p239-240	NDC8:830.7
乱流現象解明における課題と将来展望	後藤俊幸研究代表	九州大学応用力学研究所	jpneng	BA52753297		2001.4	日時・場所: 2000年12月20日-22日, 九州大学応用力学研究所	NDC9:423.84
運河叢書		青娥書房	jpn	BA52760237				
巴里萬國装飾美術工藝博覽會日本産業協會事務報告書	日本産業協會編纂	フジミ書房	jpn	BA52777783	[復刻版]	2001.4	内容:第1分冊:寫眞, 第2分冊:事務報告, 第3分冊:附録	NDC7:606.9
市民参加の国土デザイン : 豊かさは多様な価値観から	日端康雄編著	日本経済評論社	jpn	BA52784723		2001.7	参考文献: p318	NDC8:601.1
情報A : ようこそ情報の世界へ : 教授資料	坂村健 [ほか] 著	数研出版	jpn	BA85357309	3訂版	[2007]	準拠する教科書の検定年月日:平成18年3月3日文部科学省検定済教科書 高等学校情報科用	
尋常小學・低學年篇	橋本爲次 [著]	建文館	jpn	BA85385643		1935.4		
商用通信 : 全	村松早苗著	東京実業社	jpn	BA85416055	4訂	1941	記述は4訂第179版 (1942.2発行)による	
三四郎2008のすべて : 日本語表計算ソフト	内藤由美著 ; ジャムハウス編	ジャストシステム	jpn	BA85426489		2008.2		NDC8:007.6
煕朝楽事	(明)田汝成撰 ; (日本)大沢南康訳	須原屋伊八	jpn	BA85430136		安永1[1772]	***遡及データをもとにした流用入力である	
宇宙外交	日本経済団体連合会 [編]	日本経済団体連合会宇宙開発利用推進委員会	jpn	BA85461763		2007.3	ジャケットに「会報宇宙No.55」とあり	NDC8:538
風貌・私の美学 : 土門拳エッセイ選	土門拳 [著] ; 酒井忠康編	講談社	jpn	BA85502408		2008.4	年譜(酒井忠康編): p336-343	
大米 (おおごめ) 古墳		郷ノ浦町教育委員会	jpn	BA85509520		2000.3	折込み図2枚	NDC9:210.0254
化学工学の新展開 : その飛躍のための新視点	小川浩平著	大学教育出版	jpn	BA85516661		2008.4	参考文献: p164-166	NDC8:571.01
氣血水藥徴	南涯先生[著]	[書写者不明]	jpn	BA8565444X		[書写年不明]	和漢古書につき記述対象資料毎に書誌レコード作成	NDC8:490.9
教育概論	田原恭蔵, 林勲編	法律文化社	jpn	BA85668375	4訂版	2008.4	参考文献: 各章末	NDC8:371
大気中の放射性核種濃度モニタリングデータ集	土井妙子編	国立環境研究所	jpn	BA85672022		2008.3	”R-198-'08”	
空気を読む力 : 急場を凌ぐコミュニケーションの極意	田中大祐著	アスキー	jpn	BA85678608		2008.3		NDC9:361.454
千里眼シンガポール・フライヤー	松岡圭祐 [著]	角川書店	jpn	BA85682456		2008.3		NDC9:913.6
自滅する企業 : エクセレント・カンパニーを蝕む7つの習慣病	ジャグディシュ・N・シース著 ; スカイライトコンサルティング訳	英治出版	jpn	BA85699801		2008.4		NDC8:335
がん患者の心を救う : 精神腫瘍医の現場から	大西秀樹著	河出書房新社	jpn	BA8573056X		2008.4		NDC8:494.5
譽の兜	村井弦齋著	春陽堂	jpn	BA52818428		1895.9	挿畫: 富岡永洗	NDC6:913.6
陰陽路の歴史と風景	広島文教女子大学人間科学研究所 [編]	広島文教女子大学人間科学研究所	jpn	BA52998476		2001.3	発行所: 渓水社	
法律	吉田稔著	ナツメ社	jpn	BA53053428		2001.7	参考文献: 巻末	NDC8:320
和歌山県貴族院多額納税者議員互選人名簿	高嶋雅明著	和歌山大学紀州経済史文化史研究所	jpn	BA53060569		1979-1980	「経済理論」172号,173号,174号,175号所収論文	
海洋表層付近における大気 : 海洋相互作用の研究	研究代表者 塚本修	京都大学防災研究所	jpn	BA53077914		2000.3	共同研究 11G-9	NDC9:452.12
確定拠出年金のすべて : 制度設計から導入までの実務プロセス	山口修著	金融財政事情研究会	jpn	BA53105033		2001.7	参考文献: p287	NDC8:366.46
樽浦遺跡 : 伊万里開拓建設事業本瀬戸幹線道路工事に伴う文化財調査報告書	伊万里市教育委員会編	[伊万里市教育委員会]	jpn	BA53122407		1998		
朝鮮陶磁の鑑定と鑑賞	常石英明著	金園社	jpn	BA53285081		[198-}		NDC8:751.2
廣域貿易政策總論	油本豊吉著	[巌松堂書店(發兌)]	jpn	BA53292021		[19--?]	表紙の表示: 國防経済学大系抜粋	
「性科学研究」解説・総目次・索引 : 1936(昭和11)年1月-1937(昭和12)年1月		不二出版	jpn	BA53357353		2001.6		
林政八書	琉球藩編 ; 島袋源一郎翻刻	琉球政府経済局林務課	jpn	BA53361000	複製	1962.6	旧琉球藩編『林政八書』(昭和9年刊)(復刻)の複製	NDC6:650.2199
部落解放全九州研究集会 : 討議資料		部落解放同盟九州地方協議会	jpn	BA85741001		[1999]	第19回: とき・ところ: [1999]年5月28日(金)-30日(日):シーガイア	
作品集 : 60の手習い 	仲本 豊子著	仲本豊子	jpn	BA85747788		2005.2		
答申案試案中訂正ヲ要スル點		[朝鮮産業經濟調査會]	jpn	BA85751435		1936	タイプライター謄写版	
本邦職業文献	社会調査協会編	私製	jpn	BA85768981			東京 : 東邦書院 , 昭和8年刊の電子複写	NDC6:361.7
神経疾患	鈴木則宏編	日本医事新報社	jpn	BA85809626		2008.5	文献あり	NLM:WB5
組合、地區別土地改良事業長起債整理査定額表		農林部農地局地政課	jpn	BA85810181		[1965?]		
いのちは誰のものか	信国淳著	樹心社	jpn	BA85813474		2005.4		NDC8:188.74
誰でもできる楽しい体育	根本正雄著	明治図書	jpn	BA85816767		1985.7	記述は1988年11月発行13版(刷)による	NDC8:375.08
新中学体育	今村嘉雄[ほか]著	大修館書店	jpn	BA85844900		1959.2	新学習指導要領準拠	
草地開発20年の歩み		北海道開発局農業水産部農業調査課	jpn	BA85958047		1982.3	正誤表あり	
商業航空の本質と新傾向	相羽有 [著]	[相羽有]	jpn	BA85972128		[19--]	タイトルは表紙による	
品性がにじみ出る言葉づかい : 日本人なら身につけたい	菅原圭著	河出書房新社	jpn	BA85979240		2008.6		NDC8:810.4
金太郎	西原康台本 ; 西崎嘉太郎作曲	音楽之友社	jpn	BA85986381		1959.3	小学校低学年向オペレッタ	NDC6:766
南画って何だ?! : 近代の南画--日本のこころと美 : 村上華岳・水越松南生誕120年記念	兵庫県立美術館, 飯尾由貴子編	兵庫県立美術館	jpn	BA85989674		c2008	展覧会カタログ	
日本建築規矩術	齋藤兵次郎著	信友堂	jpn	BA85993321	9版	1921.3	序: 手嶋精一	NDC9:525.2
世界史B改訂版学習ノート	世界史B改訂版学習ノート編集委員会編	三省堂	jpn	BA85996614		c2007	三省堂版準拠	NDC8:209
かわいい!楽しい!壁面実例12カ月	浅野ななみ監修	成美堂出版	jpn	BA8601661X		[2008.5]	出版年月はジャケットによる	NDC8:376.157
耐波工学 : 港湾・海岸構造物の耐波設計	合田良實著	鹿島出版会	jpn	BA86027252		2008.6	『増補改定 港湾構造物の耐波設計』の改訂版	NDC9:517.81
淀川長治の映画人生	岡田喜一郎著	中央公論新社	jpn	BA86034393		2008.6		NDC8:778.04
ケースメソッド現代憲法入門	橋本辰夫,長内了編著 ; 大矢吉之 [ほか] 著	圭文社	jpn	BA86037686		1992.1	その他の著者 : 米田督良, 有沢知子, 奥村文男, 加堂裕規, 佐藤信行, 増本敏子, 山口裕博, 山下克知, 山本悦夫	NDC8:323.14
戦後日本における教育自治と到達度評価 : 奥丹後の地域教育運動の研究	研究代表者 小林千枝子	作新学院大学経営学部	jpn	BA86041333		2008.3	課題番号: 16530522	
日本よい國 . 乙女の唄	今中楓溪作詞 ; 服部良一作曲 . 今中楓溪作詞 ; 水谷ひろし作曲	日本放送出版協會	jpn	BA86044626		1936.12	ピアノ伴奏	LCC:M1813.18
アジア通貨危機 : 台湾の経験	麥朝成編 ; 臼井紀幸訳	創成社	jpn	BA86047919		2008.5	Chao-cheng Mei ed., The Asian currency crisis : the Taiwan experience, Chung-Hua institution for economic research, Taipei, Taiwan, 1998の全訳	NDC9:332.224
ニッポン人の暮らしの統計 = Statistical data on lifestyle of Japanese	食品流通情報センター編集	食品流通情報センター	jpn	BA53371434		2001.9-	2002下以降の編集・発行: 生活情報センター(食品流通情報センターの新社名)	NDC8:365.5
西南日本における地震活動の定量的評価の研究	研究代表者 渡辺晃	京都大学防災研究所	jpn	BA53405139		1998.4	共同研究 8P-2	NDC9:519.9
事例引きJavaScript : [実用サンプル] : ハンドブック	関内孝行著	新紀元社	jpn	BA53433473		2001.8		NDC8:547.48
「小学校」絶体絶命!	別冊宝島編集部編	宝島社	jpn	BA53440413		2001.9	「小学校がたいへん!」(2001年5月刊)の改題・改訂	NDC8:376.2
逆境を乗り越えたトップが語る経営の神髄	日経ベンチャー編	日経BP社	jpn	BA53585187		1993		
英語は前置詞から	児玉仁士著	研究社出版	jpn	BA53685793		1974.1	記述は再版(1976.1)による	
日本交通勞働總聯盟昭和七年度大會	協調會勞働課 [編]	協調會勞働課	jpn	BA53692733	[謄写版]	1932.12	袋綴	
ロートレック展	アート・ライフ編集	アート・ライフ	jpnfre	BA53730286		c1982	展覧会カタログ	NDC8:723.35
史跡大ノ瀬官衙遺跡保存整備基本計画		新吉富村教育委員会	jpn	BA53733579		2000.3	片面印刷	NDC9:709.191
都重宝広園寺総門修理工事報告書		都重宝広園寺総門修理委員会	jpn	BA53809670		1969.4		NDC9:210.0254
図書館ブックレット		図書館流通センター	jpn	BA53819903				
全国神社祭神御神徳記	岡田米夫著	神社新報社	jpn	BA53830892		1966.11		NDC6:175.9
浮世絵・風俗画名作展	日本浮世絵協会, 日本経済新聞社主催	日本浮世絵協会, 日本経済新聞社	jpn	BA53896052		1964	展覧会カタログ	NDC6:721.8
アメリカ人の歴史	ポール・ジョンソン著 ; 別宮貞徳訳	共同通信社	jpn	BA53899345		2001.10-2002.7		NDC8:253
第15回センツァフロンティエーレ--Tokyo		[不明]	jpn	BA86103372			展覧会カタログ	
シャーロッキアンの放浪三昧	水野雅士著	青弓社	jpn	BA86106665		2008.5		NDC8:930.28
授業改革と学力評価 : 求同求異論からの提言	北尾倫彦著	図書文化社	jpn	BA86113605		2008.6	引用文献: p223-227	NDC8:375.1
苫小牧・室蘭道路地図	地勢社編著	地勢社	jpn	BA86255086		2007.5		NDC9:685.78
こんなとびら : あったらいいな	美龍球著	文芸社ビジュアルアート	jpn	BA86258379		2008.5		NDC9:726.6
高機能広汎性発達障害を有する児童・生徒に関する包括的研究	研究代表者小野次朗	[小野次朗]	jpn	BA86262026		2008.2	研究課題番号: 16390182	
人の心がつくりだすもの	河合隼雄著	大和書房	jpn	BA86265319		2008.6		NDC8:914.6
マイクロ金属内臓センシングシステムによる高精度金属成形計測制御システムの開発	楊明研究代表者	[首都大学東京システムデザイン研究科]	jpneng	BA86279572		2008.3	研究課題番号: 17360357	
穴生森下遺跡 (あのうもりしたいせき) : 穴生水巻線街路事業に伴う埋蔵文化財発掘調査報告書		北九州市芸術文化振興財団埋蔵文化財調査室	jpn	BA86286512		2008.3	折り込図3枚	NDC9:210.0254
少子化対策としての児童福祉施策の有効性	塩津ゆりか [著]	[塩津ゆりか]	jpn	BA86289805		[2008]	同志社大学博士論文(甲)第324号	
上野兵火類焼調	台東区教育委員会生涯学習課編	台東区教育委員会	jpn	BA86290360		2008.3-2009.3		
ストレス克服法	川崎修著	文芸社	jpn	BA8630319X		2007.12	文献あり	NDC8:498.39
チベット問題とは何か : ”現場”からの中国少数民族問題	大西広著	かもがわ出版	jpn	BA8631013X		2008.6	中国・チベット関連年表: p11-12	NDC8:319.229
大転換(パラダイム・シフト) : 世界を読み解く	榊原英資著	藤原書店	jpn	BA86324065		2008.6		NDC8:304
營業報告書	三菱造船株式會社 [編]	私製	jpn	BA86327358			第8期からの書名 : 報告書	
地球資源衛星1号(JERS-1)データ利用成果集	資源・環境観測解析センター 編	資源・環境観測解析センター	jpn	BA86362632		1999.3		
和爾赳城技術論文選集	和爾赳城著	[和爾赳城]	jpn	BA86365925		2006.5		
英語で学ぶアジア入門	Edward Mergel, Jr. [ほか] 編著	大東文化大学国際関係学部	engjpn	BA86410418		2008.3	文部科学省「特色ある大学教育支援プログラム」(2006年度)選定	NDC9:830.7
ホメオパシー的予防 : ホメオパシーで子どもの病気と感染症を安全に予防する	由井寅子著	ホメオパシー出版	jpn	BA8647939X		2007.6		NDC8:492.3
英語で教える折り紙コミュニケーション	山口真著 ; マイケル・ダイニンガー訳	ジャパンブック	jpneng	BA86500791		2008.6	英文併記	NDC8:754.9
高雄・新營・台南 : 台湾哪吒生誕祭を訪ねて	水歌ななこ著	中壇元帥進香団・日本支部	jpn	BA53965031		2000.12		
筑波技術短期大学研究業績一覧	筑波技術短期大学学術国際交流委員会編集	筑波技術短期大学	jpn	BA53972172		2001.3		
ベートーヴェン物語 = Beethoven		ビクターエンタテイメント(発売)	jpn	BA53975465		1997.10	日本語字幕スーパー版	
鐵工業ニ關スル調査	京城府産業調査會 [編]	京城府	jpn	BA53982405		1936.3	表紙に第五號の記述あり	
激しすぎる夢 : 「鉄の男」と呼ばれた登山家・小西政継の生涯	長尾三郎著	山と渓谷社	jpn	BA53999951		2001.8	引用・参考文献: p444-445	NDC8:786.1
統制經濟讀本	大阪毎日・東京日日新聞社エコノミスト部著	一元社	jpn	BA54030417	増補6訂版	1939.5		
桂子八十歳の腹づつみ	内海桂子著	東京新聞出版局	jpn	BA54047963		2001.8		NDC8:779.14
立正安國論説義, 2巻	深見悳要言發梓	越後屋長三郎	jpn	BA54054903		文化5[1808]	稀覯本に準じる和古書につき記述対象資料毎に書誌作成	NDC9:188.93
歯科マネージメントビデオシリーズ		ジャコム	jpn	BA54109801		[19--]		
満水子	高樹のぶ子著	講談社	jpn	BA54116942		2001.10		NDC8:913.6
高精度フェムト秒赤外分光システムの開発 = Development of highly sensitive infrared spectrometer with femtosecond time resolution	研究代表者 吉原經太郎	[吉原經太郎]	jpneng	BA54120790		2001.3		
國語教育の實際		建文館	jpn	BA54189243		1938		
藝妓讀本	三宅孤軒著	全國同盟料理新聞社	jpn	BA54196384		1935.5		NDC6:384
掘立と竪穴 : 中世遺構論の課題	工藤清泰 [ほか著] ; 東北中世考古学会編	高志書院	jpn	BA54258222		2001.11	内容: 大会の主旨, 第1部: 掘立と竪穴を考える(「中世集落遺跡」-「館・集落の景観」, コメント(1「柱穴の掘り方と建築について」, 2「「掘立と竪穴」によせて」)), 第2部: 東北の中世遺構を読む(「七戸城跡の掘立柱建物跡と竪穴建物跡」-「越後の特異な建物群」), あとがき(佐々木浩一)	NDC9:210.4
戦後中国国民政府史の研究 : 1945-1949年	姫田光義編著	中央大学出版部	jpn	BA54262070		2001.10	文献目録 / 山本真, 大沢武彦編: p363-379	NDC8:222.076
しげる言の葉 : 遊びごころの近世説話	小林幸夫著	三弥井書店	jpn	BA54282737		2001.11	初出一覧: p332-333	NDC8:913.47
香具師の全貌 : 附録・或株式現物屋の懺悔話/内務省警保局 編		内務省警保局	jpn	BA54306008		1942.3		
エイリアン	リドリー・スコット監督	20世紀フォックスホームエンターテイメントジャパン (発売)	engjpn	BA54337635		c2000	1979年製作	
東京築地青果株式会社五十年史	日本経営史研究所編	東京築地青果	jpn	BA54341483		1997.12	年表: p218-231	
醫学三蔵辯解 完	法橋岡本爲竹一抱子撰著 ; 富永董編纂	壬生出版	jpn	BA86576385		1943.2	「京 : 西村市郎右衞門 , 元禄13[1700]」の復刻。謄写版。和装本	
めぐみ = Megumi	大森英敏監督 ; 三井秀樹脚本	政府拉致問題対策本部 (企画・制作)	jpn	BA86579678		[2008.3]	文部科学省選定作品 : 北朝鮮による日本人拉致問題啓発アニメ	
化学・バイオ特許の出願戦略	細田芳徳著	経済産業調査会	jpn	BA86583325	改訂3版	2008.7		NDC8:507.23
ヨーロッパの茅葺きとその技術 = Thatched roof and technique in Europe		欧州茅葺き視察研修報告書刊行会	jpn	BA86586618		2000.6-		
パブロ・ピカソ	パブロ・ピカソ[画] ; 外山卯三郎著	金星堂	jpn	BA86590466		1930.11		NDC6:723
文始眞經 3巻	(日本)白井眞純校	淺倉屋久兵衛(梓)	chijpn	BA86642071		元文5[1740][刊]	和漢古書につき記述対象資料毎に書誌レコード作成	NDC8:124.2
近縁外来種の侵入が在来種に与える生態・遺伝的影響に関する実証的研究	研究代表者 河村功一	[河村功一]	jpneng	BA86662738		2007.3	課題番号: 17570018	
三論玄義檢幽集 7巻	中觀記	中野小左衛門	chijpn	BA86683931		寛文元 [1661]	個別書誌作成(和漢古書)	
完全な恋人	井上友一郎著	小壺天書房	jpn	BA86711050		1958.7		NDC6:913.6
月がのぼるまでに	武田鉄矢作 ; 黒井健絵	小学館	jpn	BA86745970		1991.8		
ホモセクシャルの世界史	海野弘著	文藝春秋	jpn	BA86752910		2008.8	2005年4月刊の文庫化	NDC8:367.9
ガレー・ドーム・コレクション	西武百貨店編	西武百貨店	jpn	BA86797078		c1988	展覧会カタログ	
京都帝國大學理學部金相學研究室		[京都帝國大學理學部]	jpn	BA86873198		[1921]	タイトルは表紙による	
飛ぶ人	江見水蔭著	嵩山堂	jpn	BA86887250		1912.1		NDC6:913.6
ひとりっ子の取扱説明書	Dalle Dalle著	廣済堂出版	jpn	BA8689089X		2008.7		NDC9:141.93
お客さまの「ありがとう」が聞きたくて : 「売り場のプロ」になる方法	久保田美智子著	大和出版	jpn	BA54351716		2001.5	監修: 西武百貨店キャリアオン	NDC9:673.3
秩父路の古城址	中田正光著	有峰書店新社	jpn	BA54410462		2001.4		NDC8:213.4
わらいの王子様 = Prince of comedy	令丈ヒロ子作 ; かまたいくよ絵	理論社	jpn	BA54413755		2001.6		
海洋科学技術に関する総合調査研究計画 : 諮問第1号「海洋科学技術推進の基本方策について」に対する第1次答申(案)		海洋科学技術審議会	jpn	BA54489349		1963.6	謄写版	
日本とアジアの歴史		ポプラ社	jpn	BA5454110X		1999.4	監修: 坂井俊樹	
地球・気象		学習研究社	jpn	BA54548095		2001.12	索引あり	
文章表現 : 基礎と演習	及川敬一[ほか]共著	ムイスリ出版	jpn	BA54555035		2001.3		NDC9:816
宗教法人の税務のスベテ : 問答入り	桜井四郎著	三成書房	jpn	BA54558328	全訂版	1975.9		NDC6:345.3
Question bank extra 必修問題	医療情報科学研究所編集	Medic Media	jpn	BA54589955	第3版	2001.7-2002.10	Part1 : xxviii,281p 26cm	NDC8:490.79
英雄、食と健康のすすめ	加来耕三著	光人社	jpn	BA54593602		2001.7		NDC8:281.04
美容師国家試験過去問題・予想問題集	石井至著 ; 日本美容教育委員会編	日本能率協会マネジメントセンター	jpn	BA54627307		2000.12	別冊: 美容師国家試験過去問題・予想問題集解答と解説(20p)	NDC9:595.079
羽生善治の戦いの絶対感覚	羽生善治著	河出書房新社	jpn	BA54700134		2001.11		NDC8:796
偉績叢傳	星亨纂緝 ; 藤井伸直夫校正	萬巻樓	jpn	BA54717680		1872	見返し: 海外萬國偉績叢傳	
比企理恵の神社でヒーリング : 一番身近な癒しの場所	比企理恵著	実業之日本社	jpn	BA54724620		2001.9		NDC8:175
火災防止建築設備	中村達太郎著	丸善	jpn	BA54880182		1933.7		NDC6:528
養生新論	伊東重著	山崎峰二郎	jpn	BA54893708		1894.3		NDC6:498
大阪市における市街地再開発の現況	大阪商工会議所編	大阪商工会議所	jpn	BA86973603		1968.12		NDC8:332.16
青春ちゃん	関口誠人〔著〕	角川書店	jpn	BA86980744		1991.3		NDC8:913.6
産業組合に於ける餘裕金問題	窪田角一講述	産業組合實務研究會	jpn	BA87004241		1940.6	特別講義	
県下における下請組合の実態		群馬県中小企業団体中央会	jpn	BA87014675		1977.3	***記述は遡及データによる	
虹	伊藤桂一著	新潮社	jpn	BA87021615		1977.3		NDC6:913.6
青春とはなんだ・太陽の季節・行為と死	石原慎太郎著	講談社	jpn	BA87159248		1968.9		NDC6:913.608
師範學校國文教科書參考 : 作者小傳	光風館編輯所編	光風館書店	jpn	BA87170036		1909.7	和装	
武産合氣 : 専修大学体育会合気道部五十周年記念号	伊藤達也編集責任	専修大学体育会合気道部	jpn	BA87187582		2008.6	折り込図1枚	
しょうがっこうどうとくビデオ : ぐみの木と小鳥	 押谷由夫	TDKコア (発売)	jpn	BA87242308		[ ]	小学校学習指導要領準拠||ショウガッコウ ガクシュウ シドウ ヨウリョウ ジュンキョ	
16世紀末全国城郭縄張図集成	黒田慶一, 高田徹編集	倭城併行期国内城郭縄張図集成刊行会	jpn	BA87256561		2008.7	裏表紙に発売:岩田書院(東京)のシールを貼付したものあり	NDC9:521.823
新潟県立図書館所蔵逐次刊行物目録(稿) : 平成5年3月20日現在	新潟県立図書館編	新潟県立図書館	jpn	BA87311488		1993.3		NDC8:027.5
船に乗る日の近づいて : 女声合唱組曲	折茂郁子作詩 ; 大中恩作曲	カワイ楽譜	jpn	BA87332681		1970.2	作詩者のヨミは推定による	
小規模事業者支援促進法に係る「地域産業支援マニュアル」 : 工業編		北海道商工会連合会	jpn	BA87335974		1994.3	***記述は遡及データによる	
サンデーサイレンスの奇跡	柴田哲孝著	ベストセラーズ	jpn	BA8739434X		2008.6		NDC9:788.5
商業動態統計の業種別商業版売統計改訂数値表		通商産業大臣官房調査統計部商業統計課	jpn	BA54962888		1982-	昭和61年10月: 併, 昭和60年基準商業動態統計指数	
便利な福祉用具の選び方		NHKソフトウェア	jpn	BA54976940		1998.9	協力:NHK	NDC8:598.4
沖縄県大泊浜貝塚	安里進 , 春成秀爾編	国立歴史民俗博物館	jpneng	BA5514865X		2001.3	平成12年度文部省科学研究費補助金特定領域研究A(1)「日本人および日本文化の起源に関する学際的研究」	
理科ワークブック指導の手引 : 北海道小学校		北海教育評論社	jpn	BA55166232		1951.5	裏表紙に小學校高學年用と表示あり	
福祉用具とこれからの住環境 : わが家に住み続けるため	坂本啓治著	久美	jpn	BA55169525		2001.12	折込図7枚	NDC8:369.27
意譯淨土三部經	柏原祐義著	破塵閣書房	jpn	BA55170080		1923.5	記述は昭和11年4月8日5版による	
権利関係	東京リーガルマインドLEC総合研究所宅建試験部編著	東京リーガルマインド	jpn	BA55176666		2000.12		NDC8:673.9
塩原紀行	金子秀雄編集	聖社詩会	jpn	BA55228271		[1972.6序]		
御歌會始御題詠進歌集	橘道守編輯	橘道守	jpn	BA55238504		1887.4-	その他の標題は第3編の巻頭による	
よくわかる初級シスアド	清沢毅著	ナツメ社	jpn	BA55242352		2001.3-	索引あり	
雪山の楽しければ… : 回想・顔恵民	顔恵民追悼文集発行委員会編	顔恵民追悼文集発行委員会	jpn	BA5530089X		2001.10	顔恵民年譜: 310-315	
長期的展望に立つ海洋開発の基本的構想及び推進方策について(答申)		海洋開発審議会	jpn	BA55307684		1990.5	2海開審第6号	NDC8:601.1
体感美術館 : 川崎市岡本太郎美術館の展示空間	平野暁臣著	青松社	jpn	BA55459398		2001.6		
江原道産業奬勵方針		江原道廳	jpn	BA55480419		1916.11	江原道報第二百二十四號附録	
ピアノ	ヤマハミュジックメディア編著	ヤマハミュージックメディア	jpn	BA55525084		2001.7		NDC8:763
日向纂記	平部嶠南著	荒武純太郎	jpn	BA55549570		1885.10	和装, 袋綴	NDC8:219.6
分類ごっこ	森毅文 ; 村井宗二絵	福音館書店	jpn	BA55559803		1989.7		NDC8:410.9
山陽外傳	吉村春雄編輯	吉村春雄	jpnchi	BA5569449X		1877.10	和装	
春蠶統計	熊本縣[編]	熊本縣	jpn	BA55784344		1929	***記述は遡及データによる	
法理論のルーマン	福井康太著	勁草書房	jpn	BA55787637		2002.2	博士論文『システムの法理論の現代的射程』 (九州大学, 1998年) をもとにしたもの	NDC8:321.3
出血性疾患 : その診断と治療	W. Jean Dodds[著] ; 松原哲舟[訳]	LLLセミナー	jpneng	BA5582860X		1985.1		NDC7:649.5
鹿児島の冠婚葬祭お付き合い百科		南日本新聞社	jpn	BA55884950		2001.6		NDC8:385
The beach, Hawaii, Oahu		ポニーキャニオン (発売)	jpn	BA55901109		1997	director: Yuki Watanabe	
東京府北豊嶋郡瀧野川村		遞信協會 : 小林又七	jpn	BA55908221		1911.10	その他の標題(番地界入東京府北豊島郡瀧野川村五千分一圖)は帙の題簽による	
鳥はうたって残る	丸元淑生著	文芸春秋	jpn	BA55918655		1979.11		NDC6:913.6
社会科到達目標と授業改革	有田和正著	明治図書出版	jpn	BA55998097		2002.2		NDC8:375.3
醫業經營の實際	黒澤潤三, 鈴木猛共著	中央醫書出版社	jpn	BA87404953		1952.3		
家下遺跡・中小路遺跡 : 経営体育成基盤整備事業(横田・安富地区)に伴う発掘調査報告書	益田市教育委員会編集	益田市教育委員会	jpn	BA87494628		2008.3	折り込み図あり	
私を月に連れてって : 宇宙旅行の新たな科学	エドワード・ベルブルーノ著 ; 北村陽子訳	英治出版	jpn	BA87539293		2008.7	参考文献: p194-197	NDC8:538.9
魯迅自覚なき実存	山田敬三著	大修館書店	jpn	BA87546233		2008.11	魯迅の肖像あり	NDC8:920.28
自然学校、トライやる・ウィーク等兵庫型体験学習の効果、評価の分析調査研究報告書 /ひょうご震災記念21世紀研究機構少子・家庭政策研究所[編]		ひょうご震災記念21世紀研究機構少子・家庭政策研究所	jpn	BA87553374		2008.3	参考・引用文献: p81-82	NDC9:375.14
小学校の国史教育	栗原薫著	八十三印刷所(印刷者)	jpn	BA87570748		1958		NDC6:375.32
乾久美子 : そっと建築をおいてみると	乾久美子, 藤村龍至, 西沢立衛著	INAX出版	jpneng	BA87591941		2008.9	企画・編集: メディア・デザイン研究所	NDC8:523.1
街観 : 家並み・街並みを考える		松下電工株式会消費者室	jpn	BA8780809X		1985.7	編集・制作: コスモ・ピーアール	
現代フランス戯曲名作選 : 和田誠一翻訳集	花柳伊寿穂編	カモミール社	jpn	BA87843046		2008-	編者のヨミは推定による	NDC8:952
資源調査会の概要		経済安定本部資源調査会事務局	jpn	BA8784995X		19--	謄写版	NDC8:601.1
入門心理学 : わかりやすく学ぶ基礎・応用	島田博祐, 梶原直樹, 徳田克己編著	文化書房博文社	jpn	BA87871380		2008.11	もっと学習したい学生へ: 各章末	NDC8:140
アリはなぜ、ちゃんと働くのか	デボラ・ゴードン〔著〕 ; 池田清彦, 池田正子訳	新潮社	jpn	BA56139574		2001.5	Ants at work.の翻訳	NDC8:486.7
名古屋城		名古屋市役所	jpn	BA56149807		1953.3	帙入り	
Proceedings of the fifth Japan-Soviet Joint Symposium on Aquaculture, September 1976, Tokyo & Sapporo, Japan	edited by Sigeru Motoda	Tokai University	engrusjpn	BA56150362		1977	Sponsored by Tokai University, Japan, and VNIRO, U.S.S.R.	
創立35国立移管30周年記念誌	創立35国立移管30周年記念誌係編	筑波大学附属坂戸高等学校	jpn	BA56212200		1983.12		
海の實験室	寺尾新著	中央公論社	jpn	BA56215694		1941.11		
図解「粉体機器・装置」の基礎知識	伊藤光弘著	工業調査会	jpn	BA56218987		2001.9		
