title	creator	publisher	language	ncid	edition	publicationDate	note	subject
旅行業	杉岡碩夫〔ほか〕著	東洋経済新報社	jpn	BN09505781		1980.6		NDC8:689.6
大東京冩眞大観		好文閣	jpn	BN09512721		1932.10	折り込図2枚	
憲法学講義	酒井吉栄著	評論社	jpn	BN09578082		1989.4		
公民館活動	松末三男著	関書院	jpn	BN09585022		1957.5		NDC6:379.15
医とからだの文化誌	中川米造著	法政大学出版局	jpn	BN09595456	新装版	1993.7		NDC8:490.2
日本古代・中世史図書目録	日外アソシエーツ株式会社編集	日外アソシエーツ	jpn	BN0964356X		1993.9	英文タイトルは標題紙裏による	NDC8:210.3
井上靖		角川書店	jpn	BN09654001		1962.10	巻末: 解説・年譜	
説得に強くなる本	三村侑弘著	ビジネス社	jpn	BN09657495		1980.4		NDC8:809
儲ける電設資材流通業の経営	金沢秀敏著	日刊工業新聞社	jpn	BN09661142		1982.10		NDC8:544
ラシーヌおじさんとふしぎな動物	トミー・ウンゲラー著 ; たむらりゅういち,あそうくみやく	評論社	jpn	BN09664435		1977.12		
オデュッセウス物語	B.エヴスリン著 ; 小林稔訳	社会思想社	jpn	BN09671576		1984.8		NDC8:933
日本の財政 : 構造と機能	鈴木武雄編	至誠堂	jpn	BN09674869		1961.5	執筆者: 佐藤進[ほか]	NDC8:342.1
伸び行く輸出農林水産物 : その問題点と打開策を語る	日本輸出農林水産物振興会編	日本輸出農林水産物振興会	jpn	BN09681809		1956.5		
「担い手」特研研究資料		農林水産省北陸農業試験場地域基盤研究部経営管理研究室	jpn	BN09688921		1992-		
駄菓子風土記	石橋幸作著	製菓実験社	jpn	BN09716040		1965		NDC6:383.8
市民法と労働法の接点	島田信義著	日本評論社	jpn	BN09723181		1965.5		NDC6:366.1
サラファの挑戦 : サラリーマンファーマーたちの熱き戦い	町田武美, 篠崎紘一共著	グリーンネットワーク社	jpn	BN09736707		1992.9	発売:楽游書房	NDC8:610.4
専修大学松戸高等学校創立25周年記念誌	創立25周年記念誌編集委員編	専修大学松戸高等学校	jpn	BN09740555		1984.10		
健康トレーニング	専修大学体育事務部正科体育課編	専修大学体育事務部正科体育課	jpn	BN09743848		1985.6		
日本語の表記と文章表現	渡辺三男著	東出版	jpn	BN09750989		1962.5	付:参考書目258-260p	NDC8:816
コンピューターによる生産管理	吉谷龍一著	日刊工業新聞社	jpn	BN09757900	7版	1978		NDC6:509.6
自動制御工学	清水武夫, 奥田豊, 高橋文彦共著	コロナ社	jpn	BN09805887	3版	1976	初版:1971年	NDC6:531.38
株の体験	邱永漢著	実業之日本社	jpn	BN09812827		1993.2	徳間書店 昭和45年刊の再刊	NDC8:338.155
浅き流れ : 歌集	岡林清水著	亜細亜書房	jpn	BN09878188		1993.4		NDC8:911.168
イプセンの手紙	[イプセン著] ; 原千代海編訳	未來社	jpn	BN09892269		1993.11	イプセン年譜: p430-446	NDC8:949.62
飢餓のまつり : 笠井嗣夫詩集	笠井嗣夫著	北書房	jpn	BN0989588X		1967.7		NDC6:911.56
サワガニ学級くもりのちはれ	南沢厚子著	河出書房新社	jpn	BN09899381		1987.4		
Acceleration at constant speed?	Open University Production Centre ; producer, Tony Jolly	GEMCO	engjpn	BA22698928		[1983]	1st transmission in 1982	
美味学	増成隆士, 川端晶子編著	建帛社	jpn	BA30526112		1997.5	共著: 山本隆ほか	NDC6:596
神経病臨床講義	シャルコー(沙禄可)述 ; 佐藤恒丸訳	東京医事新誌局	jpn	BA30536546		1906-1911		NDC6:493.7
月明のひとみ	ジョセフィン・プール作 ; 美山二郎訳	大日本図書	jpn	BA30571820		1972.2		
大作曲家たちの履歴書	三枝成彰著	中央公論社	jpn	BA30612666		1997.5	関連年表: p551〜555	NDC8:762.8
石組写真集 : 施工本位	上原敬二編	加島書店	jpn	BA30778432		1962ー1965		NDC6:629.25
蘇聯邦農民問題	的場徳造	外務省調査部第三課	jpn	BA30785573		1937.12	「秘」の記載あり	
注目を惹いた中國三中全會の経過		外務省情報部	jpn	BA3080205X		[19--]		
社會政策	金井[延]述	前田政五郎	jpn	BA30826218		1921.5-	大正12年度以降の出版者: 石田正七	
名士の見たる日本経済の研究	新田直藏著	大同書院	jpn	BA3084391X		1928	記述は遡及データによる	
忘れられた少年 : オペラ : 天正遣欧少年使節 : 全二幕	柴田南雄 ; 台本, 石多エドワード	全音楽譜出版社	jpn	BA30847411		1994	Opera in 2 acts	LCC:M1503
アジア・太平洋エネルギー需給予測のためのモデルの開発とテスト・ラン結果について : インドネシア及びタイについて		日本エネルギー経済研究所	jpn	BA30909450		1989.5	参考文献: p79	NDC8:501.6
蘭領印度統計要覧		外務省南洋局調査室	jpn	BA30916591		1941.12	蘭印経済省発行の Statistisch zakboekje voor Nederlandsch Indië 1940 より各種統計類を抜粋集録したもの	
舞台芸術における「コラボレーション」の総合的研究	研究代表者高辻知義	高辻知義	jpn	BA30919884		1997.3	平成6年度〜平成8年度科学研究費補助金(基盤研究(B)(2))研究成果報告書	
電子レンジ快速クッキング : 毎日のお惣菜から、お菓子、酒の肴まで100%フル活用	堀江ひろ子著	永岡書店	jpn	BA30930672		1989.10		NDC8:596
天主公教要理		天主公教会	jpn	BA30940905	3版	1911	遡及による流用入力	NDC6:198.2
ドライストア方式による穀類の乾燥貯蔵		農林統計協会	jpn	BA31047137		1976	参考文献:p.38	NDC6:610.8
ペルー日本大使公邸人質事件	共同通信社ペルー特別取材班編	共同通信社	jpn	BA31068330		1997.6	ペルー日本大使公邸人質事件の主な経過: p324-326	NDC9:916
山形の黒い虹 : 斗いのつれづれに	安宅常彦著	山形県労働組合評議会	jpn	BA3107197X		1958.1		
われら電子を加速せり	E.ギンツトン著 ; 大沢寿一訳	岩波書店	jpn	BA31082411		1997.6		NDC8:289.3
日満華興亜団体会合記録	大日本興亜同盟編	大日本興亜同盟	jpn	BN09954107		1942		NDC6:310.6
特許法	杉林信義著	冨山房	jpn	BN09961248		1963.7	付録:諸外国における工業所有権制度一覧表ほか(p1-22)	
いのちの経済学 : 共産主義と資本主義を解消する : 世界経済の新組織	林松治著	霞ケ関書房	jpn	BN09975300		1973		NDC6:330.4
UC books		ユー・シー・プランニング	jpn	BN09982441				
全評取調資料(一) ; 日本無産黨の結成經過と其本質	司法省刑事局 [編]	[出版者不明]	jpn	BN09985734	[電子複写版]	[1969?]	昭和13年6月-10月出版の原本を電子複写により復刻合本して文生書院が販売したもの	
大徑溶接管製造工場計画書		酒井鉄工所	jpneng	BN10005287	改訂	1957.6	折り込み図4枚	NDC6:566.4
重要文化財西園院客殿他二棟修理工事報告書	奈良県教育委員会事務局奈良県文化財保存事務所編	奈良県教育委員会	jpn	BN10012227		1970.6	法隆寺の委託による	NDC6:521.4
アフリカを見る		アフリカ協会	jpn	BN10029773		1986.10	監修:外務省中近東アフリカ局	NDC8:294
蠶絲業經濟	永井治良著	日本評論社	jpn	BN10033420		1933.4		NDC9:631
竹村吉右衛門追想録	故竹村相談役追想録刊行委員会編	安田生命保険相互会社	jpn	BN10036713		1986.5	竹村吉右衛門の肖像あり	NDC8:289.1
日本企業にみる戦略的研究開発マネジメント : 研究開発の生産性向上を目指して	科学技術庁科学技術政策研究所編	大蔵省印刷局	jpn	BN10040561		1993.11	参考文献: p61	NDC8:336.17
愛ある思索	串田孫一著	大和出版	jpn	BN1009528X		1983.12	編・解説:小海永二  新装版	NDC8:914.6
佐賀藩銃砲沿革史 : 全	秀島成忠編	肥前史談会	jpn	BN10105893		1934.12		NDC8:219.2
史跡旧新潟税関石庫復原工事報告書	[新潟市編]	新潟市	jpn	BN10112833		1982.11	p59-136は片面ページ付	
昭和夢草紙	滝田ゆう著	新潮社	jpn	BN10178194		1980.2		NDC8:049.1
兒童文化技術叢書		雁書房	jpn	BN10185134				NDC8:379.3
実践刑事弁護・当番弁護士編 : 起訴前から保釈までの基本マニュアル	東京弁護士会刑事弁護委員会〔編〕	東京弁護士会	jpn	BN10188427		1992.11		NDC8:327.6
粉末生薬の内部形態	東京生薬協会編	暁印書館	jpn	BN10192275		1993.11		NDC8:499.8
教材観と授業過程	新潟県燕市立燕中学校編	明治図書出版	jpn	BN10247173		1967		NDC8:375
自然と歴史をたどる散歩道 : 写真で見る 新松戸・北小金周辺	関武夫著	関武夫	jpn	BN10254113		1990.4		NDC8:291.35
新制圖解動物學	市川衛,川上泉共著	増進堂	jpn	BN10257406		1949.7	引用文献:p[312]	NDC6:480
梨の女 : 詩論集	西脇順三郎著	宝文館	jpn	BN10264547		1955		
団地居住者生活実態調査報告書		神奈川県	jpn	BN10285740		[19--]	付録(1):団地世帯アンケート調査結果一覧表	
蕪村と結城・下館	渡辺〓馨著	筑波書林	jpn	BN10292881		1980.3	発売: 茨城図書	NDC8:911.34
人権・平和	藤田久一著	東京大学出版会	jpn	BN1030551X		1994.2	英文タイトルは標題紙裏による	NDC8:329
20年のあゆみ		沖縄県教科書供給	jpn	BN10316152		1991.5	折り込図1枚	NDC8:024.067
不動産鑑定評価の理論と実務	増子忠四郎著	文雅堂銀行研究社	jpn	BN10319445		1965		NDC6:676.9
身分法	山本利明著	日本司法学院	jpn	BN10326586	4版	1993.8		
社會苦の研究	杉山榮著	春秋社	jpn	BN10330233		1922.10		NDC8:360
FRP : 生産と技術		プラスチックス・エージ	jpn	BN10340667	改訂第2版	1973.12	監修:竹鼻三雄	NDC6:578.4
光波干渉の応用測定	桜井好正 [著]	日刊工業新聞社	jpn	BN10361860		1958.7		
疎開船対馬丸 : 沖縄の民	石野径一郎著	旺文社	jpn	BN10402505		1975.8	年譜 350p-360p	NDC6:915.9
軍隊内務書		兵用圖書	jpn	BN10405999		1923.7	改正加除大正12年3月24日軍令陸第1號	NDC9:390.9
丹生 : 句集	茨木和生著	富士見書房	jpn	BN10412939		1991.11		NDC8:911.368
心とからだによく効く本	並木正義著	北海道新聞社	jpn	BN10554219		1994.2		NDC8:498.04
天穹の歌 : 歌集	川端彬文著	〔川端彬文〕	jpn	BN1055783X		1983.4	略歴:p191〜193	NDC8:911.168
毘沙門天像	松浦正昭執筆・編集	至文堂	jpn	BN10568472		1992.8	監修: 文化庁, 東京国立博物館, 京都国立博物館, 奈良国立博物館	
アメリカ民主主義の裏切り : 誰が民衆に語るのか	ウィリアム・グレイダー著 ; 中島健訳	青土社	jpn	BN10575412		1994.3	原著 (Simon & Schuster, 1992)の全訳	NDC8:312.53
FOCUS消化器	鎌田武信総編集	中山書店	jpn	BN10578705		1994.3-		
5・6年	谷田川和夫編著	あゆみ出版	jpn	BN10585846		1980.6		NDC8:374.12
銅鐸の系譜	竹内尚武著	大林印刷有限会社	jpn	BN10592987		1993.8		
佐藤清全集		詩声社	jpn	BN10616258				
医学最近のあゆみ		三越厚生事業団	jpn	BN10630339				
住宅問題 : 日本の現状と分析	住宅問題研究会編	相模書房	jpn	BN1063395X		1951.11	そのほかのタイトルは目次による	NDC6:365.3
矛盾論	毛沢東著 ; 芝池靖夫訳註	江南書院	jpn	BN10637451		1956		NDC6:827.7
財産進化論 : 共産村落研究	田村浩著	巖松堂書店	jpn	BA31092845		1935.11		
地域の映画祭・映画上映を考える : 平成8年度文化事業企画連絡会2 : 映画上映ネットワーク会議	国際文化交流推進協会編集	国際交流基金	jpn	BA31119409		1997.3	会期・会場:1996年7月18日-19日, 福岡市総合図書館	NDC8:778.04
華語跬歩	伴直之助校訂	裕隣館	jpn	BA31130398		[19--?]	和綴	
株券法論	寺尾元彦著	巖松堂書店	jpn	BA31154884		1938.6		
つなぐAccess97 : インターネットがデータベースを変える	丸山竜也著	アプライドナレッジ	jpn	BA31216722		1997.5		NDC8:007.6
本朝商業廣告史	水田健之輔著	廣告文化社研究所	jpn	BA31220570	増補版	1940.7	序: 高田保馬	
絵とことばかけでわかりやすい跳び箱遊び・跳び箱運動	平野文夫, 榊尚信執筆	小学館	jpn	BA31230803		1997.5	監修: 立木正	NDC9:375.492
折々の料理	吉田静代編著	博品社	jpn	BA31289023		1997.5	「料理小説集」(三陽堂書店 1918年刊)の改題改訂	NDC8:596.04
ゆめ	エズラ=ジャック=キーツさく ; きじまはじめやく	偕成社	jpn	BA31365143		1976.9		
臨床領域におけるドライケミストリー	奥田清著	京都第一科学	jpn	BA31368436		1993	記述は遡及データによる	
金融市場と地球環境 : 持続可能な発展のためのファイナンス革命	ステファン・シュミットハイニー, フェデリコ・J.L.ゾラキン, 世界環境経済人協議会(WBCSD)著 ; 環境と金融に関する研究会訳	ダイヤモンド社	jpn	BA31396770		1997.6	監修: 天野明弘, 加藤秀樹	NDC9:338.1
NOVAの日の鈴木さん海外ショッピング : 身につく・よくつく英会話 鈴木さんロスに行く	山崎まどか企画・原作 ; 青木宣人作画	ノヴァ	jpn	BA31437415		1996.12	企画・編集・監修:ノヴァ	NDC8:837.8
版画佐渡 : 両津高等学校生徒作品集	高橋信一編	美術出版社	jpn	BA31441263		1964		NDC6:738
東亞研究資料	北海道帝國大學東亞研究會編	北海道帝國大學東亞研究	jpn	BA31444556			***記述は遡及データによる	
主要經濟關係法令	滿洲生活必需品株式會社 [編]	滿洲生活必需品	jpn	BA31472890		1940.11		
オルガン教則本	草川宣雄編	音楽之友社	jpn	BA31506595		1952.8	記述は, 第6刷(1960.11発行)による	
みんながおしゃべりはじめるぞ	いとうひろし作	童心社	jpn	BA31509888		1987.5		
原画集街道をゆく	須田剋太[著] ; 司馬遼太郎文	朝日新聞社	jpn	BA31523969		1981.7		NDC8:723.1
ビーバ・ラ・ムジカ : カノンから混声四部まで	渡部麗子著	全音楽譜出版社	jpn	BA3166886X	改訂版	[19--]		NDC8:767.4
ボロディン : その作品と生涯	ゾーリナ著 ; 佐藤靖彦訳	新読書社	jpn	BN10644592		1994.2		NDC8:762.38
百科事典や図鑑の調べ方	山崎哲男著	ポプラ社	jpn	BN10647885		1993.4		NDC8:010
高校社会 : 教師用指導資料	石三次郎編集指導	自由書房	jpn	BN10654825		[19--]	監修:辻清明等	
時をかける少女 : タイム・トラベラー	石山透著	鶴書房盛光社	jpn	BN10661966		19--		NDC8:913.6
漱石漢詩研究	和田利男著	人文書院	jpn	BN10706430		1937.8		NDC8:919.6
言葉の教育	文化庁編	文化庁	jpn	BN10713571		1994.3		NDC8:809.4
價格統制の研究 : 價格政策の經營經濟學的考察	山城章著	日本評論社	jpn	BN10716864		1940.6		NDC6:337.83
フルブライト留学記	石崎貞明著	桐原書店	jpn	BN10720511		1979.2	英文併記	NDC8:295.3
刑事法の法社会学 : マルクス・ヴェーバー・デュルケム	ジェイムズ・M・インヴァラリティ著 ; 松村良之 [ほか] 共訳	東信堂	jpn	BN10723804		1994.4	原書(Boston: Brown and Co., 1983)の翻訳. ただし、原書の各論第2部(法の創造 / Barry Feld, Pat Lauderdale著)は省略	NDC8:326
国語表現	植松茂[ほか]編著	学術図書出版社	jpn	BN10730945		1984.11		NDC8:816
不昧公茶會記抄	雅俗山荘校刊	加藤義一郎	jpn	BN1077523X		1945		
復元安土城 : 信長の理想と黄金の天主	内藤昌著	講談社	jpn	BN10789165		1994.5		NDC8:521.82
新編ドイツ文典	塩谷饒著	三修社	jpn	BN10796105	普及版	1973	表紙,背は欧文書名	
フィナンシアル・マネジメント : 新しい資金管理	奥村誠次郎著	同文館	jpn	BN10799599		1953		NDC6:335.96
藤浪先生追悼録	清野謙次編	人文書院	jpn	BN1085135X		1935.11	自費出版	
柔らかな詩論	許万夏著 ; 大崎節子訳	紫陽社	jpn	BN10858144		1994.5	限定200部	NDC8:929.11
家庭経済学	植野昭編著	ドメス出版	jpn	BN10865285		1981.3		NDC6:591
円熟期 : 中年からの人生設計	モートン・ピューナー著 ; 加藤珪訳	ティビーエス・ブリタニカ	jpn	BN10868578		1981.9		NDC8:367.7
大瀬戸町文化財調査報告書		大瀬戸町教育委員会	jpn	BN10872225				
明治撃剣会	津本陽著	文芸春秋	jpn	BN10875518		1984.6		NDC8:913.6
アジアの交流 : 歴史と文化のダイナミズム	柳谷謙介 [ほか] 著	亜細亜大学アジア研究所	jpn	BN10882659		1994.3	XISBNは奥付による	NDC8:220.04
南肥後シダ植物誌 : 人吉市制50周年記念誌	乙益正隆著	人吉市	jpn	BN10889771		1992.8	参考文献・引用文献:p204〜205 付:乙益正隆の略歴	NDC8:476
将来の教育學 全: 一名國家的教育學卑見	谷本富著	六盟館	jpn	BN10896711		1898.5		
英領馬来・緬甸及濠洲に於ける華僑	満鉄東亜経済調査局編	芳文閣	jpn	BN10927123	復刻版	1992.3	昭和16年満鉄東亜経済局刊行の復刻	
心斎橋幻想	黒岩重吾著	講談社	jpn	BN10937557		1966.1		NDC6:913.6
賢人たちの世	城山三郎著	文藝春秋	jpn	BN10941204		1994.1		NDC8:913.6
知的生活の育成	石井哲夫, 竹田俊雄, 栗山重著	国土社	jpn	BN10944698		1960.2		NDC8:376.1
学生英文手紙用語辞典	中西正三著	むさし書房	jpneng	BN10951638		1994.5		NDC8:836.6
松田家所蔵肥後国天草郡八代郡地方演説書		天草古文書会	jpn	BN10958750		1981	付図: 西国筋郡代御陣屋平面図	
パソコン使用法のABC	今枝彬郎[ほか]共著	成山堂書店	jpn	BN10965891	改訂3版	1994.1		NDC8:007.63
大学入試問題所見集		全国高等学校長協会	jpn	BN10972831		1960.9-1973.10	昭和37年度: 代謄写	
世界のグラフィックデザイナー100	アイデア編集部編	誠文堂新光社	jpn	BN11013702		1994.5	英文併記	NDC8:727
A concise English grammar	by Sanki Ichikawa	三省堂	jpneng	BN11079063	Rev. ed. (改訂3版)	1920.10	大正9年12月14日文部省検定済(奥付)	
地方政府の財政行動	塚原康博著	勁草書房	jpn	BN11086003		1994.7	参考文献: p205-214	NDC8:349
九州地方現勢調査資料	九州経済調査協会編	九州経済調査協会	jpn	BN11089497		1950-		
憲法・行政法小事典	清宮四郎, 柳瀬良幹編著	有信堂	jpn	BN11096437		1964.12		NDC6:323.036
バブル経済の構造分析	保坂直達著	日本評論社	jpn	BN1113740X		1994.8		NDC8:332.107
赤穗事件夢痕集	下村雅司著	伊那毎日新聞社	jpn	BN11148042	復刻版	1973.12	大正13年刊の複製	NDC6:540.92152
ファミリーブックス		主婦と生活社	jpn	BN11155183				
広島湾発展史	長野正孝著	中央書店	jpn	BN11158476		1982.4		
人間発達の実験的・実証的研究能力形成のための教育方法の改善		広島大学教育学部教育方法改善研究委員会	jpn	BN11162123		1984.3	付:参考文献	NDC8:375
